D:\simulator-windows-64\IMG\center_2023_05_05_18_30_33_700.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_33_700.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_33_700.jpg, 0, 0, 0, 7.836177E-05
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_33_804.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_33_804.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_33_804.jpg, 0, 0, 0, 8.136996E-05
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_33_908.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_33_908.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_33_908.jpg, 0, 0, 0, 7.83103E-05
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_34_009.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_34_009.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_34_009.jpg, 0, 0, 0, 8.121258E-05
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_34_114.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_34_114.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_34_114.jpg, 0, 0, 0, 7.750079E-05
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_34_219.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_34_219.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_34_219.jpg, 0, 0, 0, 7.775857E-05
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_34_319.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_34_319.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_34_319.jpg, 0, 0, 0, 8.05368E-05
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_34_424.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_34_424.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_34_424.jpg, 0, 0, 0, 8.198372E-05
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_34_529.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_34_529.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_34_529.jpg, 0, 0, 0, 8.415038E-05
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_34_630.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_34_630.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_34_630.jpg, 0, 0, 0, 7.98011E-05
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_34_732.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_34_732.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_34_732.jpg, 0, 0, 0, 8.174961E-05
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_34_836.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_34_836.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_34_836.jpg, 0, 0, 0, 7.862052E-05
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_34_941.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_34_941.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_34_941.jpg, 0, 0, 0, 7.851395E-05
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_35_044.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_35_044.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_35_044.jpg, 0, 0, 0, 7.964564E-05
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_35_147.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_35_147.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_35_147.jpg, 0, 0, 0, 7.891157E-05
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_35_251.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_35_251.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_35_251.jpg, 0, 0, 0, 7.817458E-05
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_35_353.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_35_353.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_35_353.jpg, 0, 0, 0, 7.813378E-05
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_35_454.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_35_454.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_35_454.jpg, 0, 0, 0, 7.824367E-05
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_35_556.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_35_556.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_35_556.jpg, 0, 0, 0, 8.080869E-05
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_35_657.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_35_657.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_35_657.jpg, 0, 0, 0, 7.869808E-05
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_35_760.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_35_760.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_35_760.jpg, 0, 0, 0, 8.079251E-05
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_35_864.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_35_864.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_35_864.jpg, 0, 0, 0, 7.891856E-05
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_35_964.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_35_964.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_35_964.jpg, 0, 0, 0, 8.133116E-05
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_36_066.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_36_066.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_36_066.jpg, 0, 0, 0, 7.852713E-05
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_36_169.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_36_169.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_36_169.jpg, 0, 0, 0, 7.845408E-05
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_36_270.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_36_270.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_36_270.jpg, 0, 0, 0, 7.835055E-05
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_36_371.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_36_371.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_36_371.jpg, -0.032958, 0, 0, 7.910031E-05
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_36_476.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_36_476.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_36_476.jpg, -0.3290547, 0.2960967, 0, 0.2043952
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_36_580.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_36_580.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_36_580.jpg, -0.6906397, 0.6576817, 0, 0.8852373
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_36_683.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_36_683.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_36_683.jpg, -0.9836393, 0.9506813, 0, 1.848508
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_36_783.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_36_783.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_36_783.jpg, -1, 1, 0, 2.985436
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_36_883.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_36_883.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_36_883.jpg, -1, 1, 0, 4.112401
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_36_985.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_36_985.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_36_985.jpg, -1, 1, 0, 5.227987
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_37_089.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_37_089.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_37_089.jpg, -0.7024747, 1, 0, 6.382648
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_37_194.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_37_194.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_37_194.jpg, -0.7953861, 1, 0, 7.505405
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_37_299.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_37_299.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_37_299.jpg, -1, 1, 0, 8.723921
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_37_404.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_37_404.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_37_404.jpg, -0.8023321, 1, 0, 9.817152
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_37_510.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_37_510.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_37_510.jpg, -0.503098, 1, 0, 10.95504
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_37_611.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_37_611.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_37_611.jpg, -0.2042242, 1, 0, 12.16161
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_37_716.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_37_716.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_37_716.jpg, 0, 1, 0, 13.03789
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_37_818.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_37_818.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_37_818.jpg, 0, 1, 0, 14.26924
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_37_920.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_37_920.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_37_920.jpg, 0, 1, 0, 15.59354
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_38_021.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_38_021.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_38_021.jpg, 0, 1, 0, 16.39811
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_38_122.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_38_122.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_38_122.jpg, 0, 1, 0, 17.66981
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_38_227.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_38_227.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_38_227.jpg, 0, 1, 0, 18.51929
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_38_328.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_38_328.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_38_328.jpg, 0, 1, 0, 19.68737
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_38_429.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_38_429.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_38_429.jpg, 0, 1, 0, 20.59077
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_38_529.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_38_529.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_38_529.jpg, -0.2122095, 1, 0, 21.64594
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_38_630.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_38_630.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_38_630.jpg, -0.1654716, 1, 0, 22.53497
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_38_733.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_38_733.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_38_733.jpg, 0, 1, 0, 23.52974
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_38_837.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_38_837.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_38_837.jpg, 0, 1, 0, 24.68671
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_38_939.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_38_939.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_38_939.jpg, 0, 1, 0, 25.64453
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_39_041.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_39_041.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_39_041.jpg, -0.0348027, 1, 0, 26.59336
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_39_142.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_39_142.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_39_142.jpg, -0.0212466, 1, 0, 27.52159
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_39_246.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_39_246.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_39_246.jpg, 0, 1, 0, 28.45239
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_39_349.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_39_349.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_39_349.jpg, -0.2334765, 1, 0, 29.3422
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_39_451.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_39_451.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_39_451.jpg, -0.0159057, 1, 0, 30.18638
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_39_553.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_39_553.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_39_553.jpg, -0.3202221, 1, 0, 30.16959
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_39_657.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_39_657.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_39_657.jpg, 0, 1, 0, 30.19005
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_39_760.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_39_760.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_39_760.jpg, -0.3087246, 1, 0, 30.17363
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_39_862.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_39_862.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_39_862.jpg, -0.09753452, 1, 0, 30.19173
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_39_963.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_39_963.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_39_963.jpg, -0.128157, 1, 0, 30.18961
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_40_069.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_40_069.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_40_069.jpg, -0.2005131, 1, 0, 30.18821
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_40_171.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_40_171.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_40_171.jpg, 0, 1, 0, 30.18936
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_40_274.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_40_274.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_40_274.jpg, -0.1394547, 1, 0, 30.18759
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_40_373.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_40_373.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_40_373.jpg, -0.04454341, 1, 0, 30.1917
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_40_481.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_40_481.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_40_481.jpg, 0, 1, 0, 30.19013
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_40_584.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_40_584.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_40_584.jpg, -0.1699458, 1, 0, 30.18379
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_40_686.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_40_686.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_40_686.jpg, 0, 1, 0, 30.18987
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_40_792.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_40_792.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_40_792.jpg, 0, 1, 0, 30.19002
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_40_894.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_40_894.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_40_894.jpg, -0.1804038, 1, 0, 30.18229
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_40_997.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_40_997.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_40_997.jpg, -0.05119044, 1, 0, 30.19097
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_41_099.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_41_099.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_41_099.jpg, 0, 1, 0, 30.19051
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_41_200.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_41_200.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_41_200.jpg, 0, 1, 0, 30.19033
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_41_303.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_41_303.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_41_303.jpg, 0, 1, 0, 30.19029
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_41_406.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_41_406.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_41_406.jpg, -0.288606, 1, 0, 30.1693
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_41_508.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_41_508.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_41_508.jpg, -0.02094901, 1, 0, 30.18888
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_41_610.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_41_610.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_41_610.jpg, 0, 1, 0, 30.18963
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_41_713.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_41_713.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_41_713.jpg, 0, 1, 0, 30.19093
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_41_813.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_41_813.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_41_813.jpg, -0.1135026, 1, 0, 30.1877
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_41_918.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_41_918.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_41_918.jpg, -0.06438692, 1, 0, 30.19167
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_42_020.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_42_020.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_42_020.jpg, 0, 1, 0, 30.19028
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_42_127.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_42_127.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_42_127.jpg, 0, 1, 0, 30.19012
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_42_232.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_42_232.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_42_232.jpg, 0, 1, 0, 30.19029
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_42_336.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_42_336.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_42_336.jpg, -0.1330122, 1, 0, 30.18743
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_42_443.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_42_443.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_42_443.jpg, 0, 1, 0, 30.19003
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_42_547.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_42_547.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_42_547.jpg, -0.0927258, 1, 0, 30.18933
D:\simulator-windows-64\IMG\center_2023_05_05_18_30_42_649.jpg, D:\simulator-windows-64\IMG\left_2023_05_05_18_30_42_649.jpg, D:\simulator-windows-64\IMG\right_2023_05_05_18_30_42_649.jpg, 0, 1, 0, 30.19019
